id,category,split
3d508e3b,Numeral System,sft_train
3d6a080f,Gravity,sft_train
3d70f1c5,Unit Conversion,sft_train
3d81acc5,Text Cipher,sft_train
3d92aac9,Bit Manipulation,sft_train
3d9b455a,Text Cipher,sft_train
3d9b6891,Numeral System,sft_train
3dab8c47,Unit Conversion,sft_train
3db042cf,Text Cipher,sft_train
3dbbbe28,Gravity,sft_train
3dc918eb,Bit Manipulation,sft_train
3dcaf042,Unit Conversion,sft_train
3dce464f,Unit Conversion,sft_train
3dcf15e1,Gravity,sft_train
3dcf9cc3,Numeral System,sft_train
3dd50b34,Numeral System,sft_train
3dd5fcd2,Gravity,sft_train
3e05b66d,Text Cipher,sft_train
3e169057,Gravity,sft_train
3e16fb9f,Unit Conversion,sft_train
3e26fa1b,Unit Conversion,sft_train
3e42c4f9,Transformation Rules,sft_train
3e46f10f,Gravity,sft_train
3e4fdced,Gravity,sft_train
3e530aad,Numeral System,sft_train
3e60d8bf,Text Cipher,sft_train
3e6a529c,Unit Conversion,sft_train
3e6d976b,Numeral System,sft_train
3e7e15d4,Numeral System,sft_train
3e847951,Bit Manipulation,sft_train
3e94aea4,Unit Conversion,sft_train
3ea413e6,Gravity,sft_train
3ebd80e6,Bit Manipulation,sft_train
3ebf5ff5,Gravity,sft_train
3ec3f1b4,Bit Manipulation,sft_train
3ec77e36,Transformation Rules,sft_train
3edb9ef7,Text Cipher,sft_train
3edf8317,Numeral System,sft_train
3ee352fa,Unit Conversion,sft_train
3ef556a2,Numeral System,sft_train
3ef9ab02,Transformation Rules,sft_train
3f0bc304,Numeral System,sft_train
3f1b05f3,Bit Manipulation,sft_train
3f37b894,Unit Conversion,sft_train
3f448c05,Numeral System,sft_train
3f4c03c0,Numeral System,sft_train
3f4f7b9b,Bit Manipulation,sft_train
3f57fc9e,Text Cipher,sft_train
3f8b1958,Unit Conversion,sft_train
3f93c370,Bit Manipulation,sft_train
3f9476f0,Unit Conversion,sft_train
3f953fe9,Numeral System,sft_train
3f9bd1e7,Bit Manipulation,sft_train
3faf4a36,Text Cipher,sft_train
3fc076e3,Unit Conversion,sft_train
3fc1c520,Unit Conversion,sft_train
3fc7d19e,Text Cipher,sft_train
3fca2abc,Numeral System,sft_train
3fd617e5,Bit Manipulation,sft_train
3fd7e4d6,Numeral System,sft_train
3fdc3de7,Bit Manipulation,sft_train
3fded912,Numeral System,sft_train
3feeabea,Bit Manipulation,sft_train
3ff1ae35,Bit Manipulation,sft_train
3ff1ea92,Gravity,sft_train
3ff733ef,Text Cipher,sft_train
4001b78e,Gravity,sft_train
4005e4c7,Bit Manipulation,sft_train
4009ae3e,Unit Conversion,sft_train
4011d4e5,Transformation Rules,sft_train
4020e3cc,Gravity,sft_train
4027a3ae,Text Cipher,sft_train
402ea488,Bit Manipulation,sft_train
40400f33,Bit Manipulation,sft_train
404f84df,Gravity,sft_train
40509ae1,Numeral System,sft_train
4059e1a5,Bit Manipulation,sft_train
406a4416,Unit Conversion,sft_train
4099319d,Bit Manipulation,sft_train
4099f492,Numeral System,sft_train
40b0233b,Text Cipher,sft_train
40ba1b6f,Transformation Rules,sft_train
40c53743,Transformation Rules,sft_train
40d98aca,Text Cipher,sft_train
40efd15f,Unit Conversion,sft_train
40fe6e49,Text Cipher,sft_train
410837d0,Bit Manipulation,sft_train
410a5cbd,Bit Manipulation,sft_train
41155960,Numeral System,sft_train
411f2872,Text Cipher,sft_train
41206c8a,Text Cipher,sft_train
41281e41,Unit Conversion,sft_train
412a209f,Transformation Rules,sft_train
412fba4c,Gravity,sft_train
41300ad0,Text Cipher,sft_train
413086bc,Bit Manipulation,sft_train
413d1b7a,Numeral System,sft_train
414c2259,Unit Conversion,sft_train
415910a5,Gravity,sft_train
415ba721,Numeral System,sft_train
4166067c,Bit Manipulation,sft_train
41671d43,Bit Manipulation,sft_train
418aedaf,Numeral System,sft_train
4195699e,Bit Manipulation,sft_train
41a0797d,Numeral System,sft_train
41a344c7,Numeral System,sft_train
41a702a8,Bit Manipulation,sft_train
41a8a9f0,Transformation Rules,sft_train
41ac5119,Numeral System,sft_train
41b892f7,Text Cipher,sft_train
41babefd,Transformation Rules,sft_train
41beb86c,Bit Manipulation,sft_train
41e6cbfc,Transformation Rules,sft_train
41ea3fca,Text Cipher,sft_train
41ec1ace,Text Cipher,sft_train
41f134ff,Unit Conversion,sft_train
41f574f5,Bit Manipulation,sft_train
41fac383,Text Cipher,sft_train
420594b0,Unit Conversion,sft_train
420648ce,Numeral System,sft_train
420d5352,Transformation Rules,sft_train
420ea7ee,Unit Conversion,sft_train
42116e6e,Bit Manipulation,sft_train
42153944,Numeral System,sft_train
423a75de,Numeral System,sft_train
423cc0d5,Text Cipher,sft_train
4245e455,Transformation Rules,sft_train
424b50d1,Transformation Rules,sft_train
42553fde,Transformation Rules,sft_train
42691ce6,Text Cipher,sft_train
42716da3,Numeral System,sft_train
427d4619,Unit Conversion,sft_train
427d5643,Text Cipher,sft_train
429feb7b,Numeral System,sft_train
42abd32f,Numeral System,sft_train
42bde66c,Transformation Rules,sft_train
42c48e76,Numeral System,sft_train
42dd5593,Text Cipher,sft_train
42e06571,Text Cipher,sft_train
42e10376,Bit Manipulation,sft_train
42e9ad95,Text Cipher,sft_train
430c206d,Unit Conversion,sft_train
4313506c,Text Cipher,sft_train
431b5993,Bit Manipulation,sft_train
431b740e,Unit Conversion,sft_train
431c8582,Unit Conversion,sft_train
432df718,Gravity,sft_train
43306a6a,Numeral System,sft_train
433095b1,Text Cipher,sft_train
433e671c,Text Cipher,sft_train
434ca68a,Transformation Rules,sft_train
4353cd0b,Bit Manipulation,sft_train
4357f006,Unit Conversion,sft_train
43674aea,Transformation Rules,sft_train
436cc2ef,Gravity,sft_train
437acd17,Gravity,sft_train
43837c5b,Transformation Rules,sft_train
43838649,Gravity,sft_train
43980e72,Transformation Rules,sft_train
439c723a,Gravity,sft_train
43a5b607,Numeral System,sft_train
43ac121f,Transformation Rules,sft_train
43b4dd75,Text Cipher,sft_train
43b6585b,Numeral System,sft_train
43e2cb66,Numeral System,sft_train
43f1b0b2,Unit Conversion,sft_train
43f723c2,Numeral System,sft_train
4407deeb,Numeral System,sft_train
44405d5d,Text Cipher,sft_train
4440e09b,Gravity,sft_train
44415184,Gravity,sft_train
444ca75d,Numeral System,sft_train
4460355a,Text Cipher,sft_train
4460d62d,Numeral System,sft_train
448d808e,Gravity,sft_train
44a05272,Numeral System,sft_train
44a43f6c,Unit Conversion,sft_train
44a5d760,Text Cipher,sft_train
44c12875,Gravity,sft_train
44c25aec,Unit Conversion,sft_train
44c71228,Gravity,sft_train
44e719f9,Unit Conversion,sft_train
44f01279,Text Cipher,sft_train
44f7359a,Numeral System,sft_train
4513f03e,Gravity,sft_train
451a85d7,Numeral System,sft_train
45206b76,Numeral System,sft_train
4530aff6,Transformation Rules,sft_train
45425563,Text Cipher,sft_train
454976da,Unit Conversion,sft_train
45582be0,Transformation Rules,sft_train
455b6b61,Bit Manipulation,sft_train
457592c4,Gravity,sft_train
4588b3d0,Text Cipher,sft_train
45a0ccde,Unit Conversion,sft_train
45bf0550,Numeral System,sft_train
45c156ec,Gravity,sft_train
45dbc1cc,Transformation Rules,sft_train
45df54db,Transformation Rules,sft_train
45dfb84f,Bit Manipulation,sft_train
45eede64,Unit Conversion,sft_train
45f238f1,Unit Conversion,sft_train
45f32158,Numeral System,sft_train
45f536ce,Numeral System,sft_train
45fa274d,Text Cipher,sft_train
4601649f,Gravity,sft_train
4607303c,Numeral System,sft_train
4612258e,Transformation Rules,sft_train
4619d917,Unit Conversion,sft_train
4626d641,Transformation Rules,sft_train
462e3277,Text Cipher,sft_train
465a990c,Transformation Rules,sft_train
46614702,Gravity,sft_train
466ad340,Transformation Rules,sft_train
467dac39,Unit Conversion,sft_train
4684abe0,Transformation Rules,sft_train
4688f0fa,Gravity,sft_train
468ea73b,Text Cipher,sft_train
4694c386,Gravity,sft_train
46951896,Text Cipher,sft_train
4697ae5c,Numeral System,sft_train
46a8a0fc,Gravity,sft_train
46b69bca,Unit Conversion,sft_train
46c0e367,Transformation Rules,sft_train
46c21917,Gravity,sft_train
46d45779,Unit Conversion,sft_train
46dd0f22,Bit Manipulation,sft_train
46f684d9,Unit Conversion,sft_train
46f8f53b,Gravity,sft_train
46fcfa9c,Transformation Rules,sft_train
46fee0ee,Gravity,sft_train
4704e9e3,Unit Conversion,sft_train
4707a5ad,Gravity,sft_train
47104fe0,Numeral System,sft_train
4714458f,Numeral System,sft_train
471dd348,Gravity,sft_train
4723911c,Bit Manipulation,sft_train
4724b23b,Gravity,sft_train
4732c53f,Bit Manipulation,sft_train
47366481,Text Cipher,sft_train
4736daab,Bit Manipulation,sft_train
473d9dc5,Numeral System,sft_train
474af332,Bit Manipulation,sft_train
47503c66,Gravity,sft_train
47524987,Transformation Rules,sft_train
476f0bb7,Numeral System,sft_train
4789fb9c,Gravity,sft_train
4798cfa9,Gravity,sft_train
47998fb4,Bit Manipulation,sft_train
479e567f,Numeral System,sft_train
479e86b4,Gravity,sft_train
47adbc85,Text Cipher,sft_train
47c1d8f5,Transformation Rules,sft_train
47c1df37,Unit Conversion,sft_train
47c7c193,Text Cipher,sft_train
47d45654,Text Cipher,sft_train
47d8ec9d,Text Cipher,sft_train
47dc6570,Transformation Rules,sft_train
47e63612,Gravity,sft_train
47eeca75,Gravity,sft_train
47faec12,Numeral System,sft_train
480779d8,Gravity,sft_train
480997bb,Unit Conversion,sft_train
4814bbd2,Gravity,sft_train
48194d70,Transformation Rules,sft_train
48266347,Unit Conversion,sft_train
482b84d2,Text Cipher,sft_train
482d0ff2,Text Cipher,sft_train
4833ba87,Gravity,sft_train
484075a4,Text Cipher,sft_train
4860cd48,Gravity,sft_train
48713d64,Unit Conversion,sft_train
487528d5,Numeral System,sft_train
487ae36f,Gravity,sft_train
487bcdac,Text Cipher,sft_train
48817fa0,Transformation Rules,sft_train
489ffff9,Gravity,sft_train
48ae04f6,Bit Manipulation,sft_train
48ae115d,Transformation Rules,sft_train
48c25e0e,Transformation Rules,sft_train
48c49778,Gravity,sft_train
48ca9a81,Numeral System,sft_train
48cd9139,Text Cipher,sft_train
48d20d0e,Numeral System,sft_train
48ded5e8,Bit Manipulation,sft_train
48eb12dd,Gravity,sft_train
48ef22ca,Gravity,sft_train
48f7eda6,Text Cipher,sft_train
4902d607,Numeral System,sft_train
490884a0,Text Cipher,sft_train
49109864,Numeral System,sft_train
491b8ea5,Transformation Rules,sft_train
491e3793,Bit Manipulation,sft_train
4925c815,Text Cipher,sft_train
492fa295,Text Cipher,sft_train
4931f8f6,Numeral System,sft_train
49322650,Numeral System,sft_train
493b0817,Bit Manipulation,sft_train
493c1c83,Numeral System,sft_train
4943b661,Unit Conversion,sft_train
4946ba02,Unit Conversion,sft_train
494f4331,Numeral System,sft_train
4955726d,Text Cipher,sft_train
49578b02,Transformation Rules,sft_train
4957e554,Unit Conversion,sft_train
495d0bf6,Gravity,sft_train
49699136,Transformation Rules,sft_train
49743645,Transformation Rules,sft_train
497953ab,Text Cipher,sft_train
49824755,Text Cipher,sft_train
49919931,Transformation Rules,sft_train
499b6f06,Numeral System,sft_train
49a13c0b,Gravity,sft_train
49ac9daf,Transformation Rules,sft_train
49b4323f,Text Cipher,sft_train
49b5ead6,Bit Manipulation,sft_train
49f1c4dc,Text Cipher,sft_train
49f6975c,Text Cipher,sft_train
49f6ba46,Transformation Rules,sft_train
49fb46e8,Bit Manipulation,sft_train
4a02017f,Transformation Rules,sft_train
4a085720,Unit Conversion,sft_train
4a0a0c84,Text Cipher,sft_train
4a0dd54e,Text Cipher,sft_train
4a11d42d,Text Cipher,sft_train
4a1d0740,Text Cipher,sft_train
4a29c80c,Text Cipher,sft_train
4a30dd44,Text Cipher,sft_train
4a38c4e6,Gravity,sft_train
4a3cf7be,Unit Conversion,sft_train
4a4fc4db,Text Cipher,sft_train
4a54b3b4,Unit Conversion,sft_train
4a550d12,Text Cipher,sft_train
4a573530,Text Cipher,sft_train
4a7f0ede,Numeral System,sft_train
4a8eafe3,Transformation Rules,sft_train
4a9ee0b5,Unit Conversion,sft_train
4aa596ae,Numeral System,sft_train
4aabfc3b,Transformation Rules,sft_train
4abb7194,Numeral System,sft_train
4abe4a51,Text Cipher,sft_train
4ac1279b,Numeral System,sft_train
4ac135be,Gravity,sft_train
4ac6f0cb,Bit Manipulation,sft_train
4ad6f14b,Text Cipher,sft_train
4ada9150,Bit Manipulation,sft_train
4adb673f,Unit Conversion,sft_train
4af42bde,Text Cipher,sft_train
4b257a7e,Text Cipher,sft_train
4b4984a0,Numeral System,sft_train
4b4f1779,Bit Manipulation,sft_train
4b52b575,Bit Manipulation,sft_train
4b5860cc,Numeral System,sft_train
4b5d1af0,Unit Conversion,sft_train
4b628577,Bit Manipulation,sft_train
4b6f13bc,Numeral System,sft_train
4b70414e,Transformation Rules,sft_train
4b894fde,Text Cipher,sft_train
4b8f6727,Bit Manipulation,sft_train
4b9500ec,Unit Conversion,sft_train
4b97377e,Gravity,sft_train
4b9e883a,Gravity,sft_train
4bb7eecb,Text Cipher,sft_train
4bb8c6cd,Transformation Rules,sft_train
4bc2ac16,Text Cipher,sft_train
4bc6e6b5,Transformation Rules,sft_train
4bc71cde,Numeral System,sft_train
4bc9f43a,Numeral System,sft_train
4bef9829,Gravity,sft_train
4bfd095a,Transformation Rules,sft_train
4bff6780,Bit Manipulation,sft_train
4c08bafb,Unit Conversion,sft_train
4c1962eb,Text Cipher,sft_train
4c19c1cb,Transformation Rules,sft_train
4c1c674f,Numeral System,sft_train
4c237bf3,Bit Manipulation,sft_train
4c23d822,Bit Manipulation,sft_train
4c301197,Numeral System,sft_train
4c304942,Gravity,sft_train
4c327b55,Bit Manipulation,sft_train
4c3bbc4b,Unit Conversion,sft_train
4c3c612c,Unit Conversion,sft_train
4c5922ab,Numeral System,sft_train
4c63a372,Text Cipher,sft_train
4c6b2b37,Bit Manipulation,sft_train
4c718602,Gravity,sft_train
4c7ed129,Text Cipher,sft_train
4cab24aa,Numeral System,sft_train
4cacc264,Text Cipher,sft_train
4cae71c7,Gravity,sft_train
4cb5e927,Transformation Rules,sft_train
4ccc4137,Text Cipher,sft_train
4ccf511a,Bit Manipulation,sft_train
4cd390ad,Numeral System,sft_train
4cd4cbb7,Gravity,sft_train
4ce156ee,Unit Conversion,sft_train
4ce53a68,Numeral System,sft_train
4cea23b9,Numeral System,sft_train
4cec672c,Text Cipher,sft_train
4ced75d3,Numeral System,sft_train
4cf5c6c2,Numeral System,sft_train
4d1ae327,Transformation Rules,sft_train
4d20d5c5,Bit Manipulation,sft_train
4d25c40e,Unit Conversion,sft_train
4d391f8a,Gravity,sft_train
4d39d098,Transformation Rules,sft_train
4d3b5362,Numeral System,sft_train
4d553c01,Gravity,sft_train
4d583fd7,Bit Manipulation,sft_train
4d6ab936,Unit Conversion,sft_train
4d6c8f9d,Text Cipher,sft_train
4d714623,Transformation Rules,sft_train
4d7d29ca,Unit Conversion,sft_train
4d7e6eac,Text Cipher,sft_train
4d81ccf0,Text Cipher,sft_train
4d8bcaa8,Text Cipher,sft_train
4d8f8111,Transformation Rules,sft_train
4d92de08,Transformation Rules,sft_train
4da033da,Gravity,sft_train
4dad0858,Text Cipher,sft_train
4db54201,Text Cipher,sft_train
4dbb8138,Bit Manipulation,sft_train
4dc0c34d,Text Cipher,sft_train
4dcc1844,Transformation Rules,sft_train
4dd131c2,Text Cipher,sft_train
4ddff177,Text Cipher,sft_train
4de466bf,Transformation Rules,sft_train
4ded2d5e,Unit Conversion,sft_train
4dfe46a4,Gravity,sft_train
4e01d71a,Gravity,sft_train
4e126c61,Gravity,sft_train
4e177b84,Numeral System,sft_train
4e1a4d0e,Text Cipher,sft_train
4e22cb8f,Numeral System,sft_train
4e252ad0,Numeral System,sft_train
4e27b6d2,Gravity,sft_train
4e28b132,Transformation Rules,sft_train
4e3d1b8f,Unit Conversion,sft_train
4e4fb429,Bit Manipulation,sft_train
4e5df314,Bit Manipulation,sft_train
4e5fa95b,Transformation Rules,sft_train
4e67b066,Transformation Rules,sft_train
4e694caf,Unit Conversion,sft_train
4e7d1773,Transformation Rules,sft_train
4e7e64a2,Transformation Rules,sft_train
4e8982d6,Transformation Rules,sft_train
4e9494ac,Unit Conversion,sft_train
4ea59c57,Gravity,sft_train
4ea6a193,Numeral System,sft_train
4eb990f6,Bit Manipulation,sft_train
4ebda101,Numeral System,sft_train
4ebf50bd,Bit Manipulation,sft_train
4ecacf23,Unit Conversion,sft_train
4ed6b56f,Transformation Rules,sft_train
4ed8b06a,Gravity,sft_train
4ee88170,Bit Manipulation,sft_train
4ef4e95f,Unit Conversion,sft_train
4ef88f92,Bit Manipulation,sft_train
4efe5c16,Unit Conversion,sft_train
4f01e7b4,Unit Conversion,sft_train
4f06eee8,Unit Conversion,sft_train
4f115811,Text Cipher,sft_train
4f19e09b,Gravity,sft_train
4f2351e5,Transformation Rules,sft_train
4f27a061,Bit Manipulation,sft_train
4f660f4b,Transformation Rules,sft_train
4f67918e,Text Cipher,sft_train
4f79d075,Text Cipher,sft_train
4f842c6a,Gravity,sft_train
4f89532c,Bit Manipulation,sft_train
4f8d87f5,Numeral System,sft_train
4f8da43f,Transformation Rules,sft_train
4f8f23d6,Text Cipher,sft_train
4f95b83b,Text Cipher,sft_train
4fb6838e,Bit Manipulation,sft_train
4fb6e382,Bit Manipulation,sft_train
4fd29059,Transformation Rules,sft_train
4fe21caa,Unit Conversion,sft_train
4fed9e38,Unit Conversion,sft_train
4ff92c73,Transformation Rules,sft_train
4ffe5132,Unit Conversion,sft_train
500ec799,Text Cipher,sft_train
50126dab,Numeral System,sft_train
501cec83,Gravity,sft_train
501e6f4f,Gravity,sft_train
5039d1a0,Transformation Rules,sft_train
505eb388,Unit Conversion,sft_train
50630ad8,Transformation Rules,sft_train
50748264,Text Cipher,sft_train
507c634f,Gravity,sft_train
508532aa,Text Cipher,sft_train
5088b475,Bit Manipulation,sft_train
509fbcce,Numeral System,sft_train
50a0c4b6,Bit Manipulation,sft_train
50a694de,Transformation Rules,sft_train
50abdbeb,Text Cipher,sft_train
50adc396,Transformation Rules,sft_train
50adfd54,Transformation Rules,sft_train
50b5296a,Numeral System,sft_train
50c066b0,Text Cipher,sft_train
50c0b6f8,Transformation Rules,sft_train
50cd5357,Unit Conversion,sft_train
50d4b49a,Numeral System,sft_train
50ea5164,Gravity,sft_train
50eab1a0,Gravity,sft_train
50f2caf4,Text Cipher,sft_train
50f8e2c0,Transformation Rules,sft_train
50f95df5,Numeral System,sft_train
5110365e,Numeral System,sft_train
51125e5e,Numeral System,sft_train
5116e8ec,Gravity,sft_train
51174a9d,Transformation Rules,sft_train
51181706,Transformation Rules,sft_train
5119d42d,Gravity,sft_train
511bb76a,Bit Manipulation,sft_train
511eba58,Gravity,sft_train
5128831c,Transformation Rules,sft_train
512dd86d,Bit Manipulation,sft_train
512e2591,Text Cipher,sft_train
51309101,Numeral System,sft_train
51352792,Transformation Rules,sft_train
5144897d,Transformation Rules,sft_train
514f5f12,Gravity,sft_train
514fb8df,Text Cipher,sft_train
5154e8c4,Numeral System,sft_train
5155003c,Text Cipher,sft_train
5156f5fa,Text Cipher,sft_train
5157c7ea,Numeral System,sft_train
5157ce3e,Numeral System,sft_train
515ebada,Text Cipher,sft_train
515feae7,Unit Conversion,sft_train
5164f026,Text Cipher,sft_train
51720f99,Numeral System,sft_train
517c7ec8,Gravity,sft_train
518244f1,Text Cipher,sft_train
518b5063,Numeral System,sft_train
518d8529,Transformation Rules,sft_train
518deb39,Transformation Rules,sft_train
51994791,Unit Conversion,sft_train
519b702d,Unit Conversion,sft_train
51a22965,Unit Conversion,sft_train
51a8fdd8,Numeral System,sft_train
51b9d95c,Text Cipher,sft_train
51ccb149,Gravity,sft_train
51da0ee1,Transformation Rules,sft_train
51da116f,Bit Manipulation,sft_train
51dafb5b,Transformation Rules,sft_train
51f28386,Text Cipher,sft_train
51ff6cdb,Gravity,sft_train
5201041d,Numeral System,sft_train
522c0009,Unit Conversion,sft_train
522cc588,Text Cipher,sft_train
522f94ac,Text Cipher,sft_train
52381a0f,Numeral System,sft_train
52395e9a,Transformation Rules,sft_train
524fb211,Numeral System,sft_train
52545905,Unit Conversion,sft_train
52762108,Unit Conversion,sft_train
52862572,Bit Manipulation,sft_train
528b694b,Transformation Rules,sft_train
528d915e,Gravity,sft_train
528ec0d8,Transformation Rules,sft_train
5290ad9b,Text Cipher,sft_train
52a9d5e4,Bit Manipulation,sft_train
52be4988,Transformation Rules,sft_train
52c19a82,Numeral System,sft_train
52c38454,Unit Conversion,sft_train
52c62a3e,Transformation Rules,sft_train
52cabe19,Unit Conversion,sft_train
52cffa77,Numeral System,sft_train
52d72862,Bit Manipulation,sft_train
52f499f4,Transformation Rules,sft_train
52f83b1c,Gravity,sft_train
5300b2d9,Gravity,sft_train
53053cdf,Text Cipher,sft_train
5331e206,Numeral System,sft_train
53329505,Bit Manipulation,sft_train
533b136e,Numeral System,sft_train
5344d922,Unit Conversion,sft_train
5356c59d,Bit Manipulation,sft_train
5357a0c8,Text Cipher,sft_train
535e7596,Unit Conversion,sft_train
536af2bc,Text Cipher,sft_train
536b705e,Text Cipher,sft_train
536d9cca,Transformation Rules,sft_train
53738ef7,Gravity,sft_train
5374b4ba,Bit Manipulation,sft_train
538ec4cc,Numeral System,sft_train
539bea51,Unit Conversion,sft_train
53b48918,Transformation Rules,sft_train
53b84650,Bit Manipulation,sft_train
53bcb446,Gravity,sft_train
53bf0235,Text Cipher,sft_train
53c0218c,Unit Conversion,sft_train
53ccc521,Unit Conversion,sft_train
53d09e5a,Bit Manipulation,sft_train
53d23bc8,Numeral System,sft_train
53df550e,Numeral System,sft_train
53e1fca0,Unit Conversion,sft_train
53f02109,Numeral System,sft_train
53f74620,Unit Conversion,sft_train
540535a0,Text Cipher,sft_train
540fce84,Text Cipher,sft_train
5420acec,Unit Conversion,sft_train
542800ae,Text Cipher,sft_train
542a0c0d,Unit Conversion,sft_train
542cf03a,Numeral System,sft_train
542f0793,Gravity,sft_train
54315dd1,Text Cipher,sft_train
5434ef33,Numeral System,sft_train
543dc1a0,Unit Conversion,sft_train
5443cf8e,Numeral System,sft_train
544f0433,Transformation Rules,sft_train
54589e31,Numeral System,sft_train
546b90de,Bit Manipulation,sft_train
546c83f4,Unit Conversion,sft_train
546f9036,Bit Manipulation,sft_train
547273aa,Bit Manipulation,sft_train
5473bb28,Text Cipher,sft_train
547485e9,Bit Manipulation,sft_train
5479f05a,Gravity,sft_train
54818142,Transformation Rules,sft_train
54892cac,Unit Conversion,sft_train
549838a3,Bit Manipulation,sft_train
549f5220,Transformation Rules,sft_train
54a20616,Gravity,sft_train
54a33e96,Unit Conversion,sft_train
54a72511,Unit Conversion,sft_train
54a9a1d3,Gravity,sft_train
54b895c1,Bit Manipulation,sft_train
54c9bde5,Transformation Rules,sft_train
54ca9d57,Bit Manipulation,sft_train
54d2b3b0,Bit Manipulation,sft_train
54d66f45,Unit Conversion,sft_train
54e0ffff,Text Cipher,sft_train
54e8c553,Transformation Rules,sft_train
54f33148,Unit Conversion,sft_train
54f74901,Text Cipher,sft_train
54fa42b9,Numeral System,sft_train
55014a7a,Bit Manipulation,sft_train
5501c054,Transformation Rules,sft_train
550de4d8,Text Cipher,sft_train
551e93e7,Bit Manipulation,sft_train
55233aeb,Gravity,sft_train
552ddd9b,Gravity,sft_train
552e14d7,Transformation Rules,sft_train
553b3af9,Transformation Rules,sft_train
5540e7c5,Gravity,sft_train
554e3ed8,Gravity,sft_train
5554ce0c,Gravity,sft_train
55550b7d,Text Cipher,sft_train
5561481f,Gravity,sft_train
5570b0a1,Bit Manipulation,sft_train
557103c2,Bit Manipulation,sft_train
557371be,Gravity,sft_train
557c54fb,Text Cipher,sft_train
557f9a4a,Text Cipher,sft_train
55954e3c,Transformation Rules,sft_train
559d4177,Text Cipher,sft_train
55bc449c,Transformation Rules,sft_train
55bc6738,Bit Manipulation,sft_train
55c7342b,Text Cipher,sft_train
55d834d1,Bit Manipulation,sft_train
55d86f7e,Text Cipher,sft_train
55dbd860,Text Cipher,sft_train
55dd52a9,Gravity,sft_train
55e23d08,Bit Manipulation,sft_train
55f19327,Transformation Rules,sft_train
55f4fa64,Transformation Rules,sft_train
55fbd1ad,Bit Manipulation,sft_train
5600ed7c,Gravity,sft_train
5612eb54,Text Cipher,sft_train
56233698,Gravity,sft_train
5626b254,Text Cipher,sft_train
56343b77,Transformation Rules,sft_train
563bf8f9,Transformation Rules,sft_train
5642802d,Text Cipher,sft_train
564916b5,Transformation Rules,sft_train
5657b059,Gravity,sft_train
565bc498,Gravity,sft_train
5660874b,Text Cipher,sft_train
56637233,Numeral System,sft_train
5666e340,Unit Conversion,sft_train
5674eb77,Gravity,sft_train
5679ae0e,Numeral System,sft_train
568c01a4,Numeral System,sft_train
5690981d,Transformation Rules,sft_train
56910ccb,Unit Conversion,sft_train
569144e0,Numeral System,sft_train
5693d1c3,Text Cipher,sft_train
56ac76c6,Transformation Rules,sft_train
56acd7ad,Unit Conversion,sft_train
56adcc74,Text Cipher,sft_train
56b1e037,Gravity,sft_train
56b28de2,Text Cipher,sft_train
56b78d1c,Numeral System,sft_train
56d64ac3,Bit Manipulation,sft_train
56efc838,Transformation Rules,sft_train
57070332,Text Cipher,sft_train
57256dec,Bit Manipulation,sft_train
57284f49,Numeral System,sft_train
572c631c,Unit Conversion,sft_train
5733540b,Gravity,sft_train
5738dc2a,Text Cipher,sft_train
574c9e17,Bit Manipulation,sft_train
5756de38,Bit Manipulation,sft_train
575efbd2,Text Cipher,sft_train
575f9709,Bit Manipulation,sft_train
5765a947,Numeral System,sft_train
5767dcd8,Numeral System,sft_train
57712d01,Transformation Rules,sft_train
577546cf,Numeral System,sft_train
5776269d,Unit Conversion,sft_train
5785a3bd,Text Cipher,sft_train
5791e7c4,Bit Manipulation,sft_train
579f0cea,Text Cipher,sft_train
57c93b90,Text Cipher,sft_train
57e57b3c,Bit Manipulation,sft_train
57e76efa,Bit Manipulation,sft_train
57f6878e,Transformation Rules,sft_train
57f8b8c6,Gravity,sft_train
5824f8f0,Numeral System,sft_train
582a0f64,Unit Conversion,sft_train
584f14b2,Gravity,sft_train
58597938,Text Cipher,sft_train
585b3442,Transformation Rules,sft_train
585f2ff6,Bit Manipulation,sft_train
58608a50,Gravity,sft_train
586af207,Numeral System,sft_train
586d246b,Numeral System,sft_train
58730ca3,Bit Manipulation,sft_train
588a4ce8,Numeral System,sft_train
589f4e37,Unit Conversion,sft_train
58a562f8,Unit Conversion,sft_train
58b9492e,Transformation Rules,sft_train
58bb875e,Unit Conversion,sft_train
58c4ced1,Transformation Rules,sft_train
58c587c7,Text Cipher,sft_train
58dc4bc1,Bit Manipulation,sft_train
58e33b70,Text Cipher,sft_train
58e63752,Gravity,sft_train
58eadc55,Transformation Rules,sft_train
58f02dad,Unit Conversion,sft_train
58f33cfb,Unit Conversion,sft_train
58f63e94,Transformation Rules,sft_train
58f6b6a7,Gravity,sft_train
58fed63a,Transformation Rules,sft_train
58ff34ce,Unit Conversion,sft_train
590dd50f,Text Cipher,sft_train
59148e34,Gravity,sft_train
592107c3,Transformation Rules,sft_train
5923c8f6,Unit Conversion,sft_train
5923f138,Text Cipher,sft_train
59298dec,Unit Conversion,sft_train
592f63c6,Unit Conversion,sft_train
59324d5f,Text Cipher,sft_train
5935abb1,Gravity,sft_train
59407f0d,Text Cipher,sft_train
5953f4c8,Unit Conversion,sft_train
595fe3dd,Unit Conversion,sft_train
5968bf6c,Transformation Rules,sft_train
596a2690,Gravity,sft_train
596faeab,Unit Conversion,sft_train
59733f94,Transformation Rules,sft_train
