id,prompt,answer,generated_cot,type
35876bb4,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
zthfxgii mdyydwi rgq -> princess follows key
ilvogfl iggi zvbbyg -> student sees puzzle
rhfn wslxjgi xsilyg -> king watches castle
Now, decrypt the following text: otsndf ohixdegti vfogt esyygq",dragon discovers under valley,"From the examples, I extract character mappings: b→z, d→o, f→n, g→e, h→i, i→s, j→h, l→t, m→f, n→g, o→d, q→y, r→k, s→a, t→r, v→u, w→w, x→c, y→l, z→p
Decrypting target: ""otsndf"" → ""dragon""; ""ohixdegti"" → ""disco?ers"" → matches ""discovers"" from Wonderland vocabulary; ""vfogt"" → ""under""; ""esyygq"" → ""?alley"" → matches ""valley"" from Wonderland vocabulary",Text Encryption
358cdb81,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
ihugmz pojfay uh qflljw -> knight dreams in valley
flurj souzjy uh brjfh -> alice writes in ocean
zxozlj rojfzjy zmj cougmz gfopjh -> turtle creates the bright garden
abxyj rmfyjy fobxhp uylfhp -> mouse chases around island
Now, decrypt the following text: yzxpjhz yzxpujy dxvvlj",student studies puzzle,"From the examples, I extract character mappings: a→m, b→o, c→b, f→a, g→g, h→n, i→k, j→e, l→l, m→h, o→r, p→d, q→v, r→c, s→w, u→i, w→y, x→u, y→s, z→t
Decrypting target: ""yzxpjhz"" → ""student""; ""yzxpujy"" → ""studies""; ""dxvvlj"" → ""?u??le"" → matches ""puzzle"" from Wonderland vocabulary",Text Encryption
35d787c7,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
ebpcotb ebpcioe bgo xnomoy roq -> student studies the clever key
ysjjib ihswitoe bgo stxiotb xsebno -> rabbit imagines the ancient castle
lpoot ksbxgoe bgo einmoy hsv -> queen watches the silver map
ritw eooe hoeeswo -> king sees message
Now, decrypt the following text: bgo hswixsn gsbboy cyske",the magical hatter draws,"From the examples, I extract character mappings: b→t, c→d, e→s, g→h, h→m, i→i, j→b, k→w, l→q, m→v, n→l, o→e, p→u, q→y, r→k, s→a, t→n, v→p, w→g, x→c ... (21 mappings total)
Decrypting target: ""bgo"" → ""the""; ""hswixsn"" → ""magical""; ""gsbboy"" → ""hatter""; ""cyske"" → ""draws""",Text Encryption
35fd8d38,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
lettqr slqrvo ovxlvr -> rabbit writes secret
glepcd lvego qd rcsvl -> dragon reads in tower
ierrvl slqrvo qd aqtlelf -> hatter writes in library
xer orzgqvo qdoqgv qoaedg -> cat studies inside island
Now, decrypt the following text: uzvvd vjnaclvo etckv bclvor",queen explores above forest,"From the examples, I extract character mappings: a→l, c→o, d→n, e→a, f→y, g→d, i→h, l→r, o→s, p→g, q→i, r→t, s→w, t→b, v→e, x→c, z→u
Decrypting target: ""uzvvd"" → ""?ueen"" → matches ""queen"" from Wonderland vocabulary; ""vjnaclvo"" → ""e??lores"" → matches ""explores"" from Wonderland vocabulary; ""etckv"" → ""abo?e"" → matches ""above"" from Wonderland vocabulary; ""bclvor"" → ""?orest"" → matches ""forest"" from Wonderland vocabulary",Text Encryption
35fe81df,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
tko yehvkt epyyht qeoptox -> the bright rabbit creates
tko qjmjeawm xtwdozt deopfx -> the colorful student dreams
lhiped qkpxox tko qjmjeawm yjjs -> wizard chases the colorful book
epyyht dhxqjroex tkejwvk mhyepen -> rabbit discovers through library
Now, decrypt the following text: tko lhxo cwooz qeoptox",the wise queen creates,"From the examples, I extract character mappings: a→f, d→d, e→r, f→m, h→i, i→z, j→o, k→h, l→w, m→l, n→y, o→e, p→a, q→c, r→v, s→k, t→t, v→g, w→u, x→s ... (22 mappings total)
Decrypting target: ""tko"" → ""the""; ""lhxo"" → ""wise""; ""cwooz"" → ""?ueen"" → matches ""queen"" from Wonderland vocabulary; ""qeoptox"" → ""creates""",Text Encryption
36065ab1,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
fejl xkgms ej hgrk -> king reads in cave
xgwwen epglejks jkgx ygvghk -> rabbit imagines near palace
hgn meshzrkxs fkd -> cat discovers key
Now, decrypt the following text: pzbsk snbmeks nqk hbxezbs mzzx",mouse studies the curious door,"From the examples, I extract character mappings: d→y, e→i, f→k, g→a, h→c, j→n, k→e, l→g, m→d, n→t, p→m, r→v, s→s, v→l, w→b, x→r, y→p, z→o
Decrypting target: ""pzbsk"" → ""mo?se"" → matches ""mouse"" from Wonderland vocabulary; ""snbmeks"" → ""st?dies"" → matches ""studies"" from Wonderland vocabulary; ""nqk"" → ""t?e"" → matches ""the"" from Wonderland vocabulary; ""hbxezbs"" → ""c?rio?s"" → matches ""curious"" from Wonderland vocabulary; ""mzzx"" → ""door""",Text Encryption
361cfce9,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
kjb idmubdk qvbbd esitr -> the ancient queen draws
agvrb rbbr ksbirvsb -> mouse sees treasure
sinnuk ygffgtr aih -> rabbit follows map
jikkbs rbbr kjb mfbwbs mirkfb -> hatter sees the clever castle
Now, decrypt the following text: esicgd esitr kjb turb aussgs",dragon draws the wise mirror,"From the examples, I extract character mappings: a→m, b→e, d→n, e→d, f→l, g→o, h→p, i→a, j→h, k→t, m→c, n→b, q→q, r→s, s→r, t→w, u→i, v→u, w→v, y→f
Decrypting target: ""esicgd"" → ""dra?on"" → matches ""dragon"" from Wonderland vocabulary; ""esitr"" → ""draws""; ""kjb"" → ""the""; ""turb"" → ""wise""; ""aussgs"" → ""mirror""",Text Encryption
364c7ca6,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
afeeps ovvo sbv opyjva wfaxvr -> rabbit sees the silver garden
digov ufsmbvo feijv imvfr -> mouse watches above ocean
digov ovvo faigrx qiavos -> mouse sees around forest
afeeps qigrx sbv xfal xiia -> rabbit found the dark door
Now, decrypt the following text: lprw avfxo rvfa jpyyfwv",king reads near village,"From the examples, I extract character mappings: a→r, b→h, d→m, e→b, f→a, g→u, i→o, j→v, l→k, m→c, o→s, p→i, q→f, r→n, s→t, u→w, v→e, w→g, x→d, y→l
Decrypting target: ""lprw"" → ""king""; ""avfxo"" → ""reads""; ""rvfa"" → ""near""; ""jpyyfwv"" → ""village""",Text Encryption
364f1279,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
mqtafqs buzavhqsz mfq ygzmqsuvoz atzmdq -> teacher discovers the mysterious castle
zmobqpm jtmafqz asgzmtd -> student watches crystal
ftmmqs buzavhqsz up jvpbqsdtpb -> hatter discovers in wonderland
mqtafqs asqtmqz mfq avdvseod bvvs -> teacher creates the colorful door
Now, decrypt the following text: nusb bstjz yussvs",bird draws mirror,"From the examples, I extract character mappings: a→c, b→d, d→l, e→f, f→h, g→y, h→v, j→w, m→t, o→u, p→n, q→e, s→r, t→a, u→i, v→o, y→m, z→s
Decrypting target: ""nusb"" → ""?ird"" → matches ""bird"" from Wonderland vocabulary; ""bstjz"" → ""draws""; ""yussvs"" → ""mirror""",Text Encryption
365dfd91,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
mgi vwejawb bmwpihm ickoaeib -> the curious student explores
mgi bmexhyi gxmmie bmwpjib -> the strange hatter studies
vxm raooadb vxbmoi -> cat follows castle
fawbi pexdb jh vxti -> mouse draws in cave
mgi vwejawb nhjygm rawhp -> the curious knight found
Now, decrypt the following text: mgi biveim djzxep rawhp",the secret wizard found,"From the examples, I extract character mappings: a→o, b→s, c→x, d→w, e→r, f→m, g→h, h→n, i→e, j→i, k→p, m→t, n→k, o→l, p→d, r→f, t→v, v→c, w→u, x→a ... (21 mappings total)
Decrypting target: ""mgi"" → ""the""; ""biveim"" → ""secret""; ""djzxep"" → ""wi?ard"" → matches ""wizard"" from Wonderland vocabulary; ""rawhp"" → ""found""",Text Encryption
3661796c,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
blwnmrl nhmdpb lcm bmahml teez -> student dreams the secret book
blwnmrl ahmdlmb tmfern adxm -> student creates beyond cave
adl mjgkehmb lcm cynnmr lhmdbwhm -> cat explores the hidden treasure
Now, decrypt the following text: lcm uybm tyhn ahmdlmb",the wise bird creates,"From the examples, I extract character mappings: a→c, b→s, c→h, d→a, e→o, f→y, g→p, h→r, j→x, k→l, l→t, m→e, n→d, p→m, r→n, t→b, w→u, x→v, y→i, z→k
Decrypting target: ""lcm"" → ""the""; ""uybm"" → ""?ise"" → matches ""wise"" from Wonderland vocabulary; ""tyhn"" → ""bird""; ""ahmdlmb"" → ""creates""",Text Encryption
36727ff6,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
ekz jmgdke ymbdiw zcanimzu -> the bright dragon explores
ekz oxuezmgifu qfzzw uzzu -> the mysterious queen sees
ekz hnztzm ezbhkzm mzbyu -> the clever teacher reads
Now, decrypt the following text: oifuz zcanimzu ekz uzhmze afrrnz",mouse explores the secret puzzle,"From the examples, I extract character mappings: a→p, b→a, c→x, d→g, e→t, f→u, g→i, h→c, i→o, j→b, k→h, m→r, n→l, o→m, q→q, t→v, u→s, w→n, x→y, y→d ... (21 mappings total)
Decrypting target: ""oifuz"" → ""mouse""; ""zcanimzu"" → ""explores""; ""ekz"" → ""the""; ""uzhmze"" → ""secret""; ""afrrnz"" → ""pu??le"" → matches ""puzzle"" from Wonderland vocabulary",Text Encryption
36d1dd5d,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
gqh bvfouvr bmkah nxhvba -> the magical mouse dreams
gqh ukxomka bmkah nxhvba -> the curious mouse dreams
vrouh agknoha zhsmdn rozxvxs -> alice studies beyond library
Now, decrypt the following text: qvgghx obvfodha lmgomd",hatter imagines potion,"From the examples, I extract character mappings: a→s, b→m, d→n, f→g, g→t, h→e, k→u, m→o, n→d, o→i, q→h, r→l, s→y, u→c, v→a, x→r, z→b
Decrypting target: ""qvgghx"" → ""hatter""; ""obvfodha"" → ""imagines""; ""lmgomd"" → ""?otion"" → matches ""potion"" from Wonderland vocabulary",Text Encryption
371c5e74,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
vzj vxszjsf nsffzcs -> cat creates message
pokc fjbgosf jts toggsk gwwx -> king studies the hidden door
qohzxg gofvwusxf bkgsx wvszk -> wizard discovers under ocean
Now, decrypt the following text: qohzxg rwllwqf rwxsfj",wizard follows forest,"From the examples, I extract character mappings: b→u, c→g, f→s, g→d, h→z, j→t, k→n, n→m, o→i, p→k, q→w, s→e, t→h, u→v, v→c, w→o, x→r, z→a
Decrypting target: ""qohzxg"" → ""wizard""; ""rwllwqf"" → ""?o??ows"" → matches ""follows"" from Wonderland vocabulary; ""rwxsfj"" → ""?orest"" → matches ""forest"" from Wonderland vocabulary",Text Encryption
3720039c,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
yjd xiburtxl dvx lxytxd pcttrt -> cat explores the secret mirror
agcmvd htjsl dvx pjmcyju mjthxg -> knight draws the magical garden
dvx hjta ldkhxgd htjsl -> the dark student draws
dvx jgycxgd tjqqcd ldkhcxl -> the ancient rabbit studies
dvx pfldxtcrkl agcmvd lxxl -> the mysterious knight sees
Now, decrypt the following text: dvx qtcmvd qcth wruursl",the bright bird follows,"From the examples, I extract character mappings: a→k, b→p, c→i, d→t, f→y, g→n, h→d, i→x, j→a, k→u, l→s, m→g, p→m, q→b, r→o, s→w, t→r, u→l, v→h, x→e ... (21 mappings total)
Decrypting target: ""dvx"" → ""the""; ""qtcmvd"" → ""bright""; ""qcth"" → ""bird""; ""wruursl"" → ""?ollows"" → matches ""follows"" from Wonderland vocabulary",Text Encryption
38023e84,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
hqshvd sdkbg uegubd hpxds -> turtle reads inside tower
hdkwcds gddg qebds vuysksl -> teacher sees under library
hdkwcds ghqbudg edks ugvkeb -> teacher studies near island
Now, decrypt the following text: hcd wvdjds muet xkhwcdg",the clever king watches,"From the examples, I extract character mappings: b→d, c→h, d→e, e→n, g→s, h→t, k→a, l→y, p→o, q→u, s→r, u→i, v→l, w→c, x→w, y→b
Decrypting target: ""hcd"" → ""the""; ""wvdjds"" → ""cle?er"" → matches ""clever"" from Wonderland vocabulary; ""muet"" → ""?in?"" → matches ""king"" from Wonderland vocabulary; ""xkhwcdg"" → ""watches""",Text Encryption
380cd444,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
nufyle lbyep skb pslyvwb abppywb -> wizard reads the strange message
agzpb pszeubp sklgzwk qypsdb -> mouse studies through castle
pszebvs tgddgnp uv pqkggd -> student follows in school
Now, decrypt the following text: xvuwks bohdglbp tglbps",knight explores forest,"From the examples, I extract character mappings: a→m, b→e, d→l, e→d, f→z, g→o, k→h, l→r, n→w, p→s, q→c, s→t, t→f, u→i, v→n, w→g, y→a, z→u
Decrypting target: ""xvuwks"" → ""?night"" → matches ""knight"" from Wonderland vocabulary; ""bohdglbp"" → ""e??lores"" → matches ""explores"" from Wonderland vocabulary; ""tglbps"" → ""forest""",Text Encryption
38236526,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
gsccwn mgysdz nky dsqwjsa ngyszigy -> rabbit dreams the magical treasure
znimyun jgysnyz nky kwmmyu dyzzsqy -> student creates the hidden message
mgsqfu wdsqwuyz ngyszigy -> dragon imagines treasure
nignay mgysdz jsznay -> turtle dreams castle
Now, decrypt the following text: nky kwmmyu sawjy wdsqwuyz",the hidden alice imagines,"From the examples, I extract character mappings: a→l, c→b, d→m, f→o, g→r, i→u, j→c, k→h, m→d, n→t, q→g, s→a, u→n, w→i, y→e, z→s
Decrypting target: ""nky"" → ""the""; ""kwmmyu"" → ""hidden""; ""sawjy"" → ""alice""; ""wdsqwuyz"" → ""imagines""",Text Encryption
3860736d,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
nmx gzdzewfd gbn subjsoxh -> the colorful cat imagines
cesogxhh tesnxh cznszo -> princess writes potion
nmx gdxvxe yebjzo yexbuh -> the clever dragon dreams
Now, decrypt the following text: nmx tshx nxbgmxe tesnxh",the wise teacher writes,"From the examples, I extract character mappings: b→a, c→p, d→l, e→r, f→u, g→c, h→s, j→g, m→h, n→t, o→n, s→i, t→w, u→m, v→v, w→f, x→e, y→d, z→o
Decrypting target: ""nmx"" → ""the""; ""tshx"" → ""wise""; ""nxbgmxe"" → ""teacher""; ""tesnxh"" → ""writes""",Text Encryption
3870a3e1,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
nab zmbiby dfgtyr rfvzxibyv -> the clever wizard discovers
nab vfmiby qfkc bwumxybv -> the silver king explores
dfgtyr zatvbv oxxq -> wizard chases book
Now, decrypt the following text: nab rtyq qkfcan vbbv",the dark knight sees,"From the examples, I extract character mappings: a→h, b→e, c→g, d→w, f→i, g→z, i→v, k→n, m→l, n→t, o→b, q→k, r→d, t→a, u→p, v→s, w→x, x→o, y→r, z→c
Decrypting target: ""nab"" → ""the""; ""rtyq"" → ""dark""; ""qkfcan"" → ""knight""; ""vbbv"" → ""sees""",Text Encryption
3882c5bb,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
mrfunvii hpyypti wucvr nzigyv -> princess follows under castle
crzjpu fkzjfuvi hprvig -> dragon imagines forest
gwrgyv nrvzgvi gdv kzjfnzy kzm -> turtle creates the magical map
Now, decrypt the following text: kpwiv nrvzgvi jzrcvu",mouse creates garden,"From the examples, I extract character mappings: c→d, d→h, f→i, g→t, h→f, i→s, j→g, k→m, m→p, n→c, p→o, r→r, t→w, u→n, v→e, w→u, y→l, z→a
Decrypting target: ""kpwiv"" → ""mouse""; ""nrvzgvi"" → ""creates""; ""jzrcvu"" → ""garden""",Text Encryption
3895fa75,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
kth rbch odk pbcoxjhzc -> the wise cat discovers
zdffbk pzhdlc wiphz lxwikdbi -> rabbit dreams under mountain
tdkkhz ckwpbhc ckxzg -> hatter studies story
Now, decrypt the following text: kwzknh ckwpbhc kth onhjhz fxxy",turtle studies the clever book,"From the examples, I extract character mappings: b→i, c→s, d→a, f→b, g→y, h→e, i→n, j→v, k→t, l→m, o→c, p→d, r→w, t→h, w→u, x→o, z→r
Decrypting target: ""kwzknh"" → ""turt?e"" → matches ""turtle"" from Wonderland vocabulary; ""ckwpbhc"" → ""studies""; ""kth"" → ""the""; ""onhjhz"" → ""c?ever"" → matches ""clever"" from Wonderland vocabulary; ""fxxy"" → ""boo?"" → matches ""book"" from Wonderland vocabulary",Text Encryption
38ae6f6a,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
jpttif ojpqiq tji jvllir lhhf -> hatter chases the hidden door
zhaqi ojpqiq tji zuqtifvhaq qiofit -> mouse chases the mysterious secret
mvbpfl qtalviq tji qtfprci cpflir -> wizard studies the strange garden
dvrc iwyehfiq tji qvekif qthfu -> king explores the silver story
mvbpfl mfvtiq vrqvli thmif -> wizard writes inside tower
Now, decrypt the following text: tji oafvhaq fpnnvt sharl",the curious rabbit found,"From the examples, I extract character mappings: a→u, b→z, c→g, d→k, e→l, f→r, h→o, i→e, j→h, k→v, l→d, m→w, o→c, p→a, q→s, r→n, t→t, u→y, v→i, w→x ... (22 mappings total)
Decrypting target: ""tji"" → ""the""; ""oafvhaq"" → ""curious""; ""fpnnvt"" → ""ra??it"" → matches ""rabbit"" from Wonderland vocabulary; ""sharl"" → ""?ound"" → matches ""found"" from Wonderland vocabulary",Text Encryption
39180e01,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
vuwrof fogrsi rynmg iebnnz -> wizard dreams above school
oryyuj iggi fnno -> rabbit sees door
rzueg ijcfugi jbg buffga pgk -> alice studies the hidden key
Now, decrypt the following text: brjjgo fogrsi jbg srquerz ynnp",hatter dreams the magical book,"From the examples, I extract character mappings: a→n, b→h, c→u, e→c, f→d, g→e, i→s, j→t, k→y, m→v, n→o, o→r, p→k, r→a, s→m, u→i, v→w, w→z, y→b, z→l
Decrypting target: ""brjjgo"" → ""hatter""; ""fogrsi"" → ""dreams""; ""jbg"" → ""the""; ""srquerz"" → ""ma?ical"" → matches ""magical"" from Wonderland vocabulary; ""ynnp"" → ""book""",Text Encryption
39232d05,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
kdchg owabl vpg jcug ughrgv -> alice found the wise secret
iaggb owddwju vpg hwdwroad uvwrq -> queen follows the colorful story
kdchg jrcvgu xcrrwr -> alice writes mirror
Now, decrypt the following text: varvdg rgklu uvwrq",turtle reads story,"From the examples, I extract character mappings: a→u, b→n, c→i, d→l, g→e, h→c, i→q, j→w, k→a, l→d, o→f, p→h, q→y, r→r, u→s, v→t, w→o, x→m
Decrypting target: ""varvdg"" → ""turtle""; ""rgklu"" → ""reads""; ""uvwrq"" → ""story""",Text Encryption
392bc434,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
ozn tkxcikv dcaq qanktf -> the magical bird dreams
mwcxzo ankqf dneywq vcdakae -> knight reads beyond library
mwcxzo nblvyanf ozn kwicnwo foyae -> knight explores the ancient story
opaovn fnnf foyae -> turtle sees story
fopqnwo nblvyanf dyym -> student explores book
Now, decrypt the following text: rcgkaq nblvyanf ozn qkam mne",wizard explores the dark key,"From the examples, I extract character mappings: a→r, b→x, c→i, d→b, e→y, f→s, i→c, k→a, l→p, m→k, n→e, o→t, p→u, q→d, t→m, v→l, w→n, x→g, y→o, z→h
Decrypting target: ""rcgkaq"" → ""?i?ard"" → matches ""wizard"" from Wonderland vocabulary; ""nblvyanf"" → ""explores""; ""ozn"" → ""the""; ""qkam"" → ""dark""; ""mne"" → ""key""",Text Encryption
39470bbb,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
nvxxbz apvyjy lqqn -> rabbit chases door
avz dqkkqoy zpj obyj hjyyvgj -> cat follows the wise message
yzuljrz yjjy sqzbqr -> student sees potion
pvzzjn yjjy bryblj qajvr -> hatter sees inside ocean
vkbaj dqurl xjwqrl svkvaj -> alice found beyond palace
Now, decrypt the following text: zpj aqkqnduk eujjr jmskqnjy",the colorful queen explores,"From the examples, I extract character mappings: a→c, b→i, d→f, g→g, h→m, j→e, k→l, l→d, n→r, o→w, p→h, q→o, r→n, s→p, u→u, v→a, w→y, x→b, y→s, z→t
Decrypting target: ""zpj"" → ""the""; ""aqkqnduk"" → ""colorful""; ""eujjr"" → ""?ueen"" → matches ""queen"" from Wonderland vocabulary; ""jmskqnjy"" → ""e?plores"" → matches ""explores"" from Wonderland vocabulary",Text Encryption
395a5098,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
sncvd pddp jmtfzim qsnnde -> alice sees through valley
yzddl utdsbp jmd vndqdt hde -> queen dreams the clever key
jmd pjtslid bfzpd rsjvmdp -> the strange mouse watches
msjjdt wfzlu jmd mcuudl bso -> hatter found the hidden map
Now, decrypt the following text: jdsvmdt cbsicldp jmd ifnudl gffh",teacher imagines the golden book,"From the examples, I extract character mappings: b→m, c→i, d→e, e→y, f→o, h→k, i→g, j→t, l→n, m→h, n→l, o→p, p→s, q→v, r→w, s→a, t→r, u→d, v→c, w→f ... (22 mappings total)
Decrypting target: ""jdsvmdt"" → ""teacher""; ""cbsicldp"" → ""imagines""; ""jmd"" → ""the""; ""ifnudl"" → ""golden""; ""gffh"" → ""?ook"" → matches ""book"" from Wonderland vocabulary",Text Encryption
39918d5b,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
vzuejfz yjgev zcj rgtnhgb vjhyjz -> student reads the magical secret
hgz yjgev ufejy ilyjvz -> cat reads under forest
zcj vjhyjz kfntcz eygxv -> the secret knight draws
synfhjvv ilufe hymvzgb -> princess found crystal
zcj gfhnjfz kfntcz hyjgzjv -> the ancient knight creates
Now, decrypt the following text: zuyzbj jwsblyjv hymvzgb",turtle explores crystal,"From the examples, I extract character mappings: b→l, c→h, e→d, f→n, g→a, h→c, i→f, j→e, k→k, l→o, m→y, n→i, r→m, s→p, t→g, u→u, v→s, x→w, y→r, z→t
Decrypting target: ""zuyzbj"" → ""turtle""; ""jwsblyjv"" → ""e?plores"" → matches ""explores"" from Wonderland vocabulary; ""hymvzgb"" → ""crystal""",Text Encryption
399eca4b,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
userlz blcclkx whj ezdajzw dexwcj -> dragon follows the ancient castle
kayesu jmvclsjx whj foxwjsalqx dexwcj -> wizard explores the mysterious castle
whj uesg kayesu xwquajx -> the dark wizard studies
userlz dhexjx eilnj vecedj -> dragon chases above palace
Now, decrypt the following text: userlz aferazjx illg",dragon imagines book,"From the examples, I extract character mappings: a→i, b→f, c→l, d→c, e→a, f→m, g→k, h→h, i→b, j→e, k→w, l→o, m→x, n→v, o→y, q→u, r→g, s→r, u→d, v→p ... (24 mappings total)
Decrypting target: ""userlz"" → ""dragon""; ""aferazjx"" → ""imagines""; ""illg"" → ""book""",Text Encryption
3a221bb6,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
vuq yfwvtibhw kttj -> cat discovers book
qeb yuhj qbuvebh fzulfdbw -> the dark teacher imagines
yhultd nhfqbw qeb zawqbhftcw otqftd -> dragon writes the mysterious potion
vuq gtpptnw fdwfyb iuppba -> cat follows inside valley
Now, decrypt the following text: wqcybdq bsopthbw cdybh vuwqpb",student explores under castle,"From the examples, I extract character mappings: a→y, b→e, c→u, d→n, e→h, f→i, g→f, h→r, i→v, j→k, k→b, l→g, n→w, o→p, p→l, q→t, t→o, u→a, v→c, w→s ... (22 mappings total)
Decrypting target: ""wqcybdq"" → ""student""; ""bsopthbw"" → ""e?plores"" → matches ""explores"" from Wonderland vocabulary; ""cdybh"" → ""under""; ""vuwqpb"" → ""castle""",Text Encryption
3a9a89ef,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
wcjjke kmcakudq qdnwde -> rabbit imagines secret
egd cunkdue cpknd zwdcmq -> the ancient alice dreams
wcjjke kmcakudq udcw lbuzdwpcuz -> rabbit imagines near wonderland
Now, decrypt the following text: jkwz lwkedq nwhqecp",bird writes crystal,"From the examples, I extract character mappings: a→g, b→o, c→a, d→e, e→t, g→h, j→b, k→i, l→w, m→m, n→c, p→l, q→s, u→n, w→r, z→d
Decrypting target: ""jkwz"" → ""bird""; ""lwkedq"" → ""writes""; ""nwhqecp"" → ""cr?stal"" → matches ""crystal"" from Wonderland vocabulary",Text Encryption
3aa84029,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
zlk wqqw iqwwlvq -> cat sees message
gelvhj yilvyjqw yjwygq wznhhd -> dragon imagines inside school
knq zhdheobd nlkkqe ohbjg -> the colorful hatter found
elrryk yilvyjqw knq ilvyzld rhha -> rabbit imagines the magical book
ajyvnk yilvyjqw aqc -> knight imagines key
Now, decrypt the following text: ihbwq geqliw knq glea zecwkld",mouse dreams the dark crystal,"From the examples, I extract character mappings: a→k, b→u, c→y, d→l, e→r, g→d, h→o, i→m, j→n, k→t, l→a, n→h, o→f, q→e, r→b, v→g, w→s, y→i, z→c
Decrypting target: ""ihbwq"" → ""mouse""; ""geqliw"" → ""dreams""; ""knq"" → ""the""; ""glea"" → ""dark""; ""zecwkld"" → ""crystal""",Text Encryption
3ae5412e,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
wez qezwpag zpa wtaval mbllxl -> cat watches the clever mirror
wez wpegag bcgbia mxhczebc -> cat chases inside mountain
gzhiacz akrtxlag uas -> student explores key
Now, decrypt the following text: zpa oxtiac pezzal wpegag",the golden hatter chases,"From the examples, I extract character mappings: a→e, b→i, c→n, e→a, g→s, h→u, i→d, k→x, l→r, m→m, p→h, q→w, r→p, s→y, t→l, u→k, v→v, w→c, x→o, z→t
Decrypting target: ""zpa"" → ""the""; ""oxtiac"" → ""?olden"" → matches ""golden"" from Wonderland vocabulary; ""pezzal"" → ""hatter""; ""wpegag"" → ""chases""",Text Encryption
3b2524dd,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
sbdhybu njvwx subdkvub -> teacher found treasure
tgwi ubdxk syb fmksbugjvk kbhubs -> king reads the mysterious secret
ogux xubdfk syb dwhgbws fguuju -> bird dreams the ancient mirror
Now, decrypt the following text: syb xdut fjvkb eugsbk",the dark mouse writes,"From the examples, I extract character mappings: b→e, d→a, f→m, g→i, h→c, i→g, j→o, k→s, m→y, n→f, o→b, s→t, t→k, u→r, v→u, w→n, x→d, y→h
Decrypting target: ""syb"" → ""the""; ""xdut"" → ""dark""; ""fjvkb"" → ""mouse""; ""eugsbk"" → ""?rites"" → matches ""writes"" from Wonderland vocabulary",Text Encryption
3b5d7527,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
qglqun lnyak ylfgva hylanv -> turtle reads around garden
efgkn ncduflnk dgzzun -> mouse explores puzzle
alyhfv kqgapnk qtn yvbpnvq epllfl -> dragon studies the ancient mirror
opla kqgapnk offw -> bird studies book
qtn kqlyvhn opla ncduflnk -> the strange bird explores
Now, decrypt the following text: dlpvbnkk ncduflnk gvanl efgvqypv",princess explores under mountain,"From the examples, I extract character mappings: a→d, b→c, c→x, d→p, e→m, f→o, g→u, h→g, k→s, l→r, n→e, o→b, p→i, q→t, t→h, u→l, v→n, w→k, y→a, z→z
Decrypting target: ""dlpvbnkk"" → ""princess""; ""ncduflnk"" → ""explores""; ""gvanl"" → ""under""; ""efgvqypv"" → ""mountain""",Text Encryption
